student,predicted_CK
00b6dd4fc7eb817e03708c532016ef30ce564a61,5.836743036649665
00bef8afee8f3c595d535c9c03c490cac1a4f021,5.95307618500745
01122b3ef7e59b84189e65985305f575d6bdf83c,6.526208922489881
0134f9f410c65ad0e8c2254a7e9288670e02a183,4.459098906748903
013de369c439ab0ead8aa7da64423aa395a8be39,5.385333502626546
014c59c6433fd764a0b08de6ffeb757eaf60aa73,4.478004949000614
0155f91fe242fe55e1af631b0f0afbe9938b185c,5.236968205935559
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,6.765399781521437
017ec1bbad0d598e5a86ac3bd595b870b6456e61,6.159646537954653
01ad03ec301749c033155fc17e657cc767d447c8,6.374106849896828
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,5.858393820327116
020f253c343856ea875e959023e79fb1d4d9c0a3,6.838004600532147
0248e16d134e1bd5b4352701e1f23b904b7c4cdf,7.050747032677152
024af5e4f76c23e7f08616c60e595453e538a1ba,5.381970641109535
0297fd76b36e100882756e636bb03031255f57da,7.608244107234427
02c88d535d7393d30ce3338174d0a17ee7e8b8cc,6.496509662100547
02f8a629f1a01a476de3944da2860d1c107f1b28,6.520202439450862
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,6.626501848389448
0306a80129ed6d5afadece8164929697bbbdea69,5.375244812205952
0341249377940c004d0823408ace7cddbddbc923,7.01132994483331
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,4.551291347439671
0367f82909c46a900501cc32d02b913923f75314,7.143684486948554
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,5.076298757864783
041dc9a457bc7a9f1dcb5b215aaa78a6868483f5,5.643656154875737
045792bbf5167d31c0064c8520d189a09f276502,5.089330609734549
04d32bf7b10a238244d3e1acc3bcf53a449daf99,6.3444824349111135
04fea422f4b51279771239f896f7acb7224a2def,3.566128026789868
04feabadb3e2d863eded075f541be8ff78d50474,6.439992761336315
052039d5c5915699359b1d549b36ea69330c0ac3,4.904385518816723
05203b8a827f60a7cbb49a7d04a0b45dae39fa8d,6.802017877123068
05218d5a6d67f5c1d6305dffb907e940260304c1,5.9954246817981796
0538762f44e8dfb07dc26c8c771f06080b9b2dee,5.665013896719534
056711f171807d5b28f83e7afeb3d7e18ec3a5d9,5.981657533019073
0577e3c1b0a6df46c7fef07f400b42811cc77250,6.790266313388475
057b868ab03f5596f4a8c2e579c401f2fe9a2dfe,6.256437483992841
05b134c1a682085880fb7ce76d221a48955e5b8a,5.232498543932621
05b7c7d664702d3677ddbf5a03e976e24b16544c,3.578882229408925
05ed34d40112c0d0c446cb9c00fa6e14851a7aa1,5.232147352333915
05f7b04136abf33daf80973c0942a91751222e1e,3.693300326108794
0601ede7fba3727ac6cae3653b12cebafea42863,5.918770246226463
06024da8147b5cf6105beb4c403f67cf1ff0aea1,5.801055006317011
0603b8a222e368a7727190b2883c7ad7b96ce5ac,4.830873774655737
061a128e882272cd17340c8feb637cd0ff9e5dbf,6.153975412867872
062e8c58d3f85428aeed19095d12dcab6806f2ac,6.1102556171712985
063c339a318b967ec77cd523f9ae4c62a7afa083,4.915420357334524
06490d06037ae75484a0a36a7a46e126b0b49495,5.109724699116476
0659d0431565eaacdc601973560ee8331f910947,5.15569539768643
06b43a9d40f16603a72a6333318a5086b7bb7e12,5.957073861969061
070671333adf94dadc433fcafc872c6301dd0744,3.839186652447596
073de6e606b6b7f3f44a8e8301ee87c3c978a2e2,4.915976793178299
076cc92aff4d582b4b87ff0d111496e4a646b12b,4.77731118101646
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,5.442087956020385
0799ab89dacde8042474f7bfe75a739fd151b73d,5.192167613348311
080df7c3716ee6b773c346c67056400fc235ffec,6.243591078257843
081cbf0e54173c1b4c90be93a514521bc9c710fb,5.993924361246741
081f6737145108d2cfb3e432f03d59670bae3ded,6.355084805789893
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,6.247304460026554
08399013cfa671c37b50b71ef25f1b2fd606c009,5.979729340513418
08838c74dc4154d8f49b1408d27fb46ccb92d329,5.31394916754431
08b8ccf18df77b125fb5306e9ffb55ad284e1872,5.958193797279508
091ed1fe8fc042e202205f09f3d49a065c0f4da2,6.3514546482728385
092370bceb84374c83ca09e8d8f93c837d923bc7,6.96476893989554
09cbbae64d03af8ca53224aaef7657171ba27f50,6.43930868511877
09cbe188b9d1e965edf6c1c46a96b9306ec2f329,3.0099284077610777
0a2c78cee9afdc522c5f0fae46937138f47b152b,2.7103967485039773
0a99205e11c0c6d86b348a926f693d6529e0210f,4.426244848986446
0a9b6ec3e82e8a2527b21eb3420a6d9b72f4f71e,7.150366278445057
0aad9682c3c4280eb05dbd27e6cab55f4b1ae4b4,5.116017962064373
0aaebc88f6106684d6993c156104c1ef36cf94e0,4.963387602445978
0ac20d28419a43394bc94b257c7aab70e87f1675,5.451710600711553
0aee33404db5dc946de8c70be37c6e82582885c6,5.919486275687177
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,3.875364173180145
0aff6f7083979073168bbdd6c227015eb09eced9,5.726967644471523
0b066d297dd2f4288d95b0f4a92a8af79b542bf3,4.305523375868168
0b18b1d653e0d031e1aee9129432b668c4264d3f,4.692432486360744
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,4.325065333591408
0b4355398b9c16ac0a7f559752e83b655f5aa6c7,7.698430103472905
0ba5c041f797e8baecc5f32034046994b801cbcf,5.508912378644879
0bd2037bf68a97753e5e67ab55dac026a649f279,5.2116626614795045
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,6.21125004234691
0bf111a9caedf02804f6991792490e63bc21058a,6.0174475755593715
0bf71ee0dbde0fb1033887111d3094c61e66f44b,5.826603429967557
0c67423aa82630d4406e9477bb7462db4df09c4d,7.169069984906226
0c9cad573ea42e5a8d9058b834cbc9255128d54b,5.6912414967066125
0cab57d7705bafe60116d29a1019a774cd661f02,4.9781650734450436
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,6.446868254386848
0d667a9fcdc7162fa7182f0e14302a56dbe700c5,3.922789831138628
0d815307d5307124d148bbebfb41497230c4bd15,6.439220275482953
0dd138a9a2b0349ede3fee340cb02e40197aea3d,6.31155436944359
0de8af23bfda13f21ed67e41a5aace53ff8aef99,5.325210432752899
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,2.8649800859174084
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,5.115977608037208
0e346c62a6706465a1c49c59224eed1cdb5f7f5c,5.2542495517593695
0e51dc16b3d9de6cbcada8abb58ddeddb448b6e8,3.282678466452243
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,3.0400820349286666
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,6.274921504997787
0ee9ac569e379f04a42a18c88cca093ef1121ab8,5.714491207552136
0f0664021ebbec70b1d3bb5a5419e22507179671,5.623262258248619
0f8c46242826be3cbe5e14f5773ee1da97697024,5.892218782510104
0fbb7000a8fd1f413cd7a06ec7baf2b1f6eb493a,5.079830324953857
0fbef055915162cb6d6501558499544d6dedb799,6.036246492865146
0fc728b5b267485042d587eeac067b6c4e2a1d15,6.703290648853738
0fc74820b7bcdd23c196f494e7686305acbdc71e,4.704804019590726
1004df3c370eb09604c10fd89f9e86a2c037a7dd,4.280332591531362
10208a0e6cd46ed16c4fd6b83f3993696ace5495,5.483802416387816
10253729dc5e3b0b2d3dddc37638199910394daf,5.713282797419524
1032e725ab35f7bffc504759477f8243066a026b,5.454806120439122
108f1062e8ab6d51f404e7f639e781edc9ae5eb2,4.429716313218004
10ab3b376215f6afcfc642ea66a50f92cf944717,9.828190395958249
10e3359db56b99eb2f621d7c875f3c26cdd01a64,4.754693244754965
110da1d7ba2be3ffa13d62c7ed8b917e5dcebece,5.767713204934461
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,7.428603980271305
117d3bf4a5deb7a9f3422f088e10bb3f8eeb7e12,6.251771956600846
11f5d8226ebf0108a5a4ecad896a990ecb369247,5.054745456522737
11f61032ed64123d44a372930101fd5f3877e010,5.628222334229444
11f93249faeb096567269266fbebfc3b0f6b5dc1,5.334421969161082
123c4ff5313ccf709b3bc4bd3365087685440c71,3.940628632902735
12607a7c2283944afc08e1ce4df79ba688a31f74,6.456011985786529
1271071dc622e3a72b0ef187b6e955b9d59db5f8,3.5599338479608003
127974170c7fb2e3945a3c5b666bb7f6dadc87ad,4.533268093901296
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,5.582861001125278
128ed4bebb12d030efad936db13d26a620bd620a,5.023597431195338
12aa60fde9ce650c25faf60398d3c071cb80c1b4,5.339090622709187
12d6e24985ac80a581968fb1f36d699e6dd1cd33,4.480464614211436
12da07c3cca4f480a6064f7cbedaec11d677814a,4.692760023170795
12f1e26c28f731fd2ad1787db42f4c13de432ea4,6.36229154685255
13293554378a8a5f29de5440ab1c49003af0214a,7.824231794229188
132d544dce1633485350dd582ed7f13fad5da3f4,5.566181214172253
137ffd846ed245676a14f1d5e8676a4ef646182b,4.531916515223371
1388c66d46212d87c084af2a8fdd0257444ce868,5.445101779810766
138c5848f009c004f0b8e2379316d5ec18332ff8,3.4349018753570917
139aa923bf965f373c678ba8c10f500d78269e20,6.975376252620428
13b9e4710dc86e953960ebd2fbae7721d24fdc2a,4.020543438866083
141e7bebd6db0745569c97910301a67c9962826e,6.041152562674278
14354d2cff31b4330ad9e939b18cc8fce8c1c085,5.937372183347096
1438feeb138cf0a2ac3e5583f5caec35e3104234,6.618505082780315
143fdbefc9ba427b841fbd52b7999b2a996562af,4.53477417629841
1466659761d4827040ac1226fa45ad172c4743a4,4.711129378642132
14a29b0a13697ed0e000bdb9f374180ccb495a2c,4.123086426857436
14a493d035053a109eeeeb50a501d2b69a8ec429,2.827855418161689
14e9c7d5220ae70aadd1e37038e74bba41439d65,4.67719282393854
155290f106d7951f353d1290f55d95a5a1535e90,4.664907189734773
1587f82c10e4a0f4241b317cba4fb5691bab07a1,5.143632893748173
165e4e596c3bdade64bf0bd2491fa8234015f0d2,4.952562528463373
16a221ec975ec0eb2fcf4acd69fe87281d585ca7,5.55134620025365
16b6e419367318f9a3a28439ae013d55638ba0d3,6.418981034790168
172ed6401f9b9f97f6603c04fb2be3a83d495f12,3.5303639901461272
17b62f15056932dddf225da7f5e30911e316f7ed,5.6738533521507115
17ce312f66b2f6b7c5766e4d5cb1f7452aa20911,6.021932274219546
180a4c5f90b6d7bd4993c51385fb00b4d32d2834,4.882192194532958
18fc5492e3a88861f35c23bbb2805f724c1a135a,6.51143531686872
191ba6c8fd27e676f8c2f5341bfaf487765fa0dd,6.877659936340392
195aa2f618f1001a6ca4da0300dd8bb798013a73,5.931357178749683
19787a8ba9b724902ceb45f483190f766e9e291c,6.400117735093689
197914fcc84fa89dd136503225f5ecdbecb2600a,4.062909749346787
19bb25163e0a13d6d2b1606c92e1366ad7fd8341,4.073969829417117
19fb6947af793def84e3b7ab4f867bd460ad1b73,5.735278340475802
1a116d1e7d5af20a32ad9d0232b6803c70f7978d,6.077754944556251
1a4b69992c879b4e5f64e848ffdddc2f2f401e44,3.4738678121967324
1a651a0e1038b173950ab2be4fb4b3016d617aa6,8.39954536278227
1a68900dd1fd8fa7892cc9450d53e991ca241785,9.580249073751355
1abf62f1e76bc5ac164061cff2a8171d6b6de657,2.7775111640632018
1ad3d49b185ea0e42354cd94ac86c60ae982616d,6.689053259175978
1ae3ba4f07f87302215a9b35d195bfbeef187ebc,5.034250073576135
1b248f11648c9000f277a02dc5d4bea3800ba43a,4.4204911597379635
1b30ad6d355a521cb70e2eff2efe28c3d2fcec9e,5.250922606901501
1bb7bc7fa80594c77e224e8f9632c765f26838e5,6.076209252156167
1bdf6175e8df831b083615bea765e48098904986,4.014526658385398
1bf00adb6ad4cfbed2cab01bf71398e1ed9db042,5.827775406836915
1c095c774d9d1d3a4ddcf533186e7146fdbf92a7,6.00466448553472
1c34dfe9c77773e6949a4d248b25897b3f78349d,6.180007396259414
1c38445c67beb9a58777c87a9c059cea1ccf2223,5.391428085494404
1c3928fd78413712a00cd78e6ec020b2cfc666fa,4.8792219754096635
1cb262ad711450f9a6a0f5cf786788b17d2d481a,3.2167232655089895
1ccece483f66d68acf592f017c1b5ca6c682542a,7.691148983852161
1ce192d1bbeca43c01873d6cd5a6318f4050fa56,4.289473461623521
1cfda392887d01754199fa5f5cecf6ea3c9b0fec,5.881568806830007
1d1a20a6ce616a1b0780f5c86f1f6cf9f7c9a5ff,4.519015673363527
1d2f411ed3ef95a96dea54ce6a09c0d0b65b6a7f,6.621328911589127
1d5ba7c1c8ab8d16890eeb1772560ab942c42003,5.541824415278171
1d9024c71085dc3822bac092baef8b238c3b497f,5.262054481236701
1db86260a9c5f649ae36ccd97c36920df2d51d20,7.428541431211158
1db8dc5d1005cd6d742fd9bfba759aeb2babab66,6.372799935429711
1dccadbfae8f0adb300cb239e727b2481e2b149e,5.88353774530311
1de22c51fffa76f33c3a7698a3f7a9e6ab6be9ac,6.380754125459134
1e055a4ba4266c760d42cc958ce119d344f402f6,7.3260952527060645
1e09b1a5541a443716e68239b181fc116425a9b2,5.133424837809833
1e347993c7fb0053ac2a1b01b6b6c5a5fc3dad9d,5.126003599056874
1e48d7fffb4fbe08eec6151ce5b2378258d13aeb,4.714574428539016
1e4b0ce4b171b3e33195524f6a6425a1b8f98597,4.2839978071616995
1e59ca9160cbe32a3bebef6df4339e30a16d0dfd,5.132797498347445
1e6562ac23e7980dcf32fa8963837c68dafc906f,6.641396839302934
1e87dd3db07a664f4eb34b7e0a3ac578ca8846f9,4.790992705274687
1f15254ccdc062083c8f4e02523e18c2384dc6e1,6.542281777332305
1f641156e4298943167e0e1ad7a63696ff3bc17d,6.080828403399242
1f7be2d565e2629c4ffe64c30c41252de69300c5,5.233603804090459
1f88d783ff0c3a19a1d34b4e45d71b4f9b14b976,5.119070455482377
1fde2156c0969b0aebe55ebab7ad14f529a492cf,7.674240617398656
1fec28e4753dac81fb5354793029a3a2f81c7b7a,3.9668538365704014
1ff3bf1f9353578bd902ce0b3879369b46c72640,5.2506950665451075
2003e05bf78d3b5b7f672aa1d02ae3aa0537706b,6.317770326407792
201b7f1b1071911915956b1d54f5b7e69a7d7cb3,4.620017643018681
209d7c77e7a150b6990a3372f7cb24da0c0e7e07,6.432596050328352
20efb5f5c748870210f094db59aa50c4360d32cc,4.510522148148034
213a1a52e92bd478f671a4e614a7ee5b82ea4b91,3.9843265271624384
213a48a8028d2dd6ed42c47be4588ac5a909076b,7.056156777413932
