student,predicted_QT
00b6dd4fc7eb817e03708c532016ef30ce564a61,8.083280929103374
00bef8afee8f3c595d535c9c03c490cac1a4f021,8.29888890990037
01122b3ef7e59b84189e65985305f575d6bdf83c,8.530935623701627
0134f9f410c65ad0e8c2254a7e9288670e02a183,8.101495682789382
013de369c439ab0ead8aa7da64423aa395a8be39,8.610723510184382
014c59c6433fd764a0b08de6ffeb757eaf60aa73,8.051863181092486
0155f91fe242fe55e1af631b0f0afbe9938b185c,8.362944134772935
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,8.506611314086138
017ec1bbad0d598e5a86ac3bd595b870b6456e61,8.32603962071413
01ad03ec301749c033155fc17e657cc767d447c8,8.153533609259123
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,8.739395978408401
020f253c343856ea875e959023e79fb1d4d9c0a3,8.096453828479548
0248e16d134e1bd5b4352701e1f23b904b7c4cdf,8.405193931281186
024af5e4f76c23e7f08616c60e595453e538a1ba,8.398491052386337
0297fd76b36e100882756e636bb03031255f57da,8.866484112385413
02c88d535d7393d30ce3338174d0a17ee7e8b8cc,8.7220630920393
02f8a629f1a01a476de3944da2860d1c107f1b28,8.19259801868569
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,8.61859101684008
0306a80129ed6d5afadece8164929697bbbdea69,7.4722323307749825
0341249377940c004d0823408ace7cddbddbc923,8.812022064002106
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,8.0962778646545
0367f82909c46a900501cc32d02b913923f75314,8.109034582975283
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,8.127747437216748
041dc9a457bc7a9f1dcb5b215aaa78a6868483f5,7.735257576528518
045792bbf5167d31c0064c8520d189a09f276502,8.345014675206892
04d32bf7b10a238244d3e1acc3bcf53a449daf99,8.972622884874673
04fea422f4b51279771239f896f7acb7224a2def,8.358451765594491
04feabadb3e2d863eded075f541be8ff78d50474,8.228418475443977
052039d5c5915699359b1d549b36ea69330c0ac3,8.464636812189022
05203b8a827f60a7cbb49a7d04a0b45dae39fa8d,9.090527095679326
05218d5a6d67f5c1d6305dffb907e940260304c1,9.071701457217365
0538762f44e8dfb07dc26c8c771f06080b9b2dee,8.141019222165708
056711f171807d5b28f83e7afeb3d7e18ec3a5d9,8.499460474307337
0577e3c1b0a6df46c7fef07f400b42811cc77250,8.752934761688753
057b868ab03f5596f4a8c2e579c401f2fe9a2dfe,7.545129460678638
05b134c1a682085880fb7ce76d221a48955e5b8a,8.611890102186285
05b7c7d664702d3677ddbf5a03e976e24b16544c,8.020867879465142
05ed34d40112c0d0c446cb9c00fa6e14851a7aa1,8.050257018701828
05f7b04136abf33daf80973c0942a91751222e1e,8.471385779998629
0601ede7fba3727ac6cae3653b12cebafea42863,8.777233025168831
06024da8147b5cf6105beb4c403f67cf1ff0aea1,8.078373240435127
0603b8a222e368a7727190b2883c7ad7b96ce5ac,8.290428207290454
061a128e882272cd17340c8feb637cd0ff9e5dbf,8.039857268349406
062e8c58d3f85428aeed19095d12dcab6806f2ac,8.091359808929086
063c339a318b967ec77cd523f9ae4c62a7afa083,7.874752060032435
06490d06037ae75484a0a36a7a46e126b0b49495,8.833950010252432
0659d0431565eaacdc601973560ee8331f910947,8.085238966427934
06b43a9d40f16603a72a6333318a5086b7bb7e12,8.360994666030955
070671333adf94dadc433fcafc872c6301dd0744,7.596018545379532
073de6e606b6b7f3f44a8e8301ee87c3c978a2e2,8.110041218937623
076cc92aff4d582b4b87ff0d111496e4a646b12b,8.255381017300842
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,8.38064483273043
0799ab89dacde8042474f7bfe75a739fd151b73d,7.642818317983519
080df7c3716ee6b773c346c67056400fc235ffec,7.99416931217993
081cbf0e54173c1b4c90be93a514521bc9c710fb,7.874222861404705
081f6737145108d2cfb3e432f03d59670bae3ded,8.525262064482023
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,7.95545710178736
08399013cfa671c37b50b71ef25f1b2fd606c009,8.372780818504403
08838c74dc4154d8f49b1408d27fb46ccb92d329,7.752192038604769
08b8ccf18df77b125fb5306e9ffb55ad284e1872,7.636155956509065
091ed1fe8fc042e202205f09f3d49a065c0f4da2,7.822724286280179
092370bceb84374c83ca09e8d8f93c837d923bc7,8.707708947423308
09cbbae64d03af8ca53224aaef7657171ba27f50,8.261421880457334
09cbe188b9d1e965edf6c1c46a96b9306ec2f329,7.4412385565141665
0a2c78cee9afdc522c5f0fae46937138f47b152b,7.6721793038429125
0a99205e11c0c6d86b348a926f693d6529e0210f,7.405415982157298
0a9b6ec3e82e8a2527b21eb3420a6d9b72f4f71e,8.765752010753198
0aad9682c3c4280eb05dbd27e6cab55f4b1ae4b4,8.391501047630435
0aaebc88f6106684d6993c156104c1ef36cf94e0,8.172765924959826
0ac20d28419a43394bc94b257c7aab70e87f1675,8.049732058801935
0aee33404db5dc946de8c70be37c6e82582885c6,8.797268975837257
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,7.9554124104734285
0aff6f7083979073168bbdd6c227015eb09eced9,8.160213002511354
0b066d297dd2f4288d95b0f4a92a8af79b542bf3,7.897744140584074
0b18b1d653e0d031e1aee9129432b668c4264d3f,8.718053811475475
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,7.439034955348395
0b4355398b9c16ac0a7f559752e83b655f5aa6c7,7.876365316665476
0ba5c041f797e8baecc5f32034046994b801cbcf,8.026051197986499
0bd2037bf68a97753e5e67ab55dac026a649f279,8.230867356076265
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,8.159624502123132
0bf111a9caedf02804f6991792490e63bc21058a,9.049507640791091
0bf71ee0dbde0fb1033887111d3094c61e66f44b,8.193236997631173
0c67423aa82630d4406e9477bb7462db4df09c4d,8.805367666529424
0c9cad573ea42e5a8d9058b834cbc9255128d54b,7.817776226467438
0cab57d7705bafe60116d29a1019a774cd661f02,8.229329818802574
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,8.428629142542793
0d667a9fcdc7162fa7182f0e14302a56dbe700c5,7.653696272977683
0d815307d5307124d148bbebfb41497230c4bd15,7.942293551107354
0dd138a9a2b0349ede3fee340cb02e40197aea3d,8.035511366288032
0de8af23bfda13f21ed67e41a5aace53ff8aef99,8.239992647064124
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,7.3987937091815414
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,7.98097421378534
0e346c62a6706465a1c49c59224eed1cdb5f7f5c,8.281813538785418
0e51dc16b3d9de6cbcada8abb58ddeddb448b6e8,8.06979943296075
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,7.848954509233397
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,8.022052180420278
0ee9ac569e379f04a42a18c88cca093ef1121ab8,7.601688172539578
0f0664021ebbec70b1d3bb5a5419e22507179671,8.885154974699075
0f8c46242826be3cbe5e14f5773ee1da97697024,8.87474153040224
0fbb7000a8fd1f413cd7a06ec7baf2b1f6eb493a,7.992841942780736
0fbef055915162cb6d6501558499544d6dedb799,7.781382606930728
0fc728b5b267485042d587eeac067b6c4e2a1d15,8.630805070722618
